timestamp,dpid,port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_mbps,tx_mbps
2025-12-14 19:04:45,6,1,57544,57657,602207265,609840780,0.0,0.0
2025-12-14 19:04:45,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:45,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:45,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:45,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:45,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:45,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:45,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:45,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:45,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:45,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:46,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:46,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:46,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:46,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:46,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:46,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:46,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:46,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:46,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:46,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:46,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:46,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:46,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:46,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:46,6,1,57544,57657,602207265,609840780,0.0,0.0
2025-12-14 19:04:46,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:47,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:47,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:47,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:47,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:47,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:47,6,1,57544,57658,602207265,609840850,0.0,0.001
2025-12-14 19:04:47,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:47,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:47,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:47,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:47,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:47,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:47,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:47,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:47,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:47,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:48,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:48,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:48,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:48,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:48,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:48,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:48,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:48,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:48,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:48,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:48,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:48,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:48,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:48,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:48,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:48,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:49,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:49,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:49,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:49,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:49,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:49,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:49,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:49,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:49,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:49,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:49,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:49,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:49,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:49,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:49,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:49,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:50,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:50,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:50,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:50,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:50,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:50,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:50,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:50,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:50,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:50,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:50,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:50,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:50,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:50,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:50,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:50,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:51,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:51,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:51,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:51,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:51,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:51,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:51,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:51,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:51,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:51,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:51,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:51,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:51,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:51,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:51,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:51,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:52,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:52,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:52,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:52,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:52,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:52,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:52,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:52,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:52,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:52,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:52,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:52,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:52,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:52,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:52,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:52,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:53,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:53,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:53,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:53,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:53,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:53,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:53,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:53,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:53,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:53,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:53,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:53,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:53,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:53,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:53,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:53,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:54,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:54,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:54,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:54,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:54,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:54,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:54,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:54,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:54,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:54,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:54,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:54,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:54,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:54,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:54,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:54,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:55,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:55,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:55,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:55,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:55,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:55,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:55,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:55,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:55,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:55,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:55,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:55,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:55,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:55,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:55,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:55,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:57,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:57,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:57,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:58,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:58,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:58,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:58,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:58,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:58,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:58,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:58,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:58,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:58,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:58,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:58,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:58,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:59,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:59,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:59,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:04:59,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:04:59,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:04:59,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:04:59,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:04:59,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:04:59,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:04:59,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:04:59,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:04:59,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:04:59,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:04:59,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:04:59,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:04:59,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:04:59,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:04:59,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:04:59,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:00,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:00,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:00,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:00,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:00,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:00,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:00,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:00,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:00,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:00,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:00,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:00,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:00,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:01,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:01,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:01,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:01,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:01,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:01,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:01,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:01,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:01,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:01,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:01,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:01,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:01,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:01,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:01,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:01,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:02,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:02,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:02,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:02,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:02,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:02,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:02,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:02,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:02,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:02,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:02,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:02,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:02,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:02,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:02,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:02,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:03,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:03,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:03,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:03,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:03,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:03,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:03,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:03,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:03,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:03,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:03,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:03,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:03,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:03,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:03,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:03,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:04,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:04,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:04,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:04,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:04,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:04,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:04,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:04,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:04,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:04,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:04,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:04,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:04,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:04,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:04,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:04,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:05,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:05,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:05,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:05,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:05,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:05,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:05,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:05,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:05,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:05,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:05,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:05,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:05,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:05,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:05,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:05,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:06,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:06,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:06,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:06,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:06,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:06,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:06,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:06,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:06,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:06,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:06,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:06,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:06,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:06,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:06,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:06,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:07,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:07,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:07,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:07,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:07,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:07,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:07,3,2,93083,93130,2136881991,2135075699,0.0,0.0
2025-12-14 19:05:07,3,3,90288,90276,1823077093,1828613241,0.0,0.0
2025-12-14 19:05:07,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:07,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:07,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:07,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:07,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:07,2,1,69303,69418,1917285527,1914251577,0.0,0.0
2025-12-14 19:05:07,2,2,100251,100348,2606321677,2607561537,0.0,0.0
2025-12-14 19:05:07,2,3,93130,93083,2135075699,2136881991,0.0,0.0
2025-12-14 19:05:08,1,1,69757,69873,1920945441,1922402985,0.0,0.0
2025-12-14 19:05:08,1,2,100348,100251,2607561537,2606321677,0.0,0.0
2025-12-14 19:05:08,1,3,68957,69103,1889173404,1888967926,0.0,0.0
2025-12-14 19:05:08,5,1,68948,69113,1889172778,1888968686,0.0,0.0
2025-12-14 19:05:08,5,2,69103,68957,1888967926,1889173404,0.0,0.0
2025-12-14 19:05:08,6,1,57544,57658,602207265,609840850,0.0,0.0
2025-12-14 19:05:08,6,2,57647,57554,609840000,602208001,0.0,0.0
2025-12-14 19:05:08,4,1,56537,56595,1475010729,1472926912,0.0,0.0
2025-12-14 19:05:08,4,2,90276,90288,1828613241,1823077093,0.0,0.0
2025-12-14 19:05:08,4,3,57554,57647,602208001,609840000,0.0,0.0
2025-12-14 19:05:08,3,1,56957,57088,1513466372,1509748808,0.0,0.0
2025-12-14 19:05:08,3,2,93083,93130,2136881991,2135075699,0.0,0.0
